name,email,industry,message,label,rule_label,ai_label,final_label
Grace Wilson,grace.wilson1378@example.com,Education,Not looking for services currently,Cold
Ivy Williams,ivy.williams1379@example.com,Finance,I am just curious about your offerings,Cold
Grace Miller,grace.miller1380@example.com,Retail,Looking for information about your services,Warm
Alice Smith,alice.smith1381@example.com,Healthcare,Could you send me a brochure?,Warm
Eve Jones,eve.jones1382@example.com,Education,Please send me the proposal ASAP,Hot
Hank Smith,hank.smith1383@example.com,Healthcare,Could you send me a brochure?,Warm
Ivy Williams,ivy.williams1384@example.com,Consulting,Maybe in the future I will contact you,Cold
Frank Miller,frank.miller1385@example.com,Marketing,Can you share pricing information?,Warm
Frank Johnson,frank.johnson1386@example.com,Education,Just browsing your website,Cold
Frank Smith,frank.smith1387@example.com,Tech,We are ready to purchase now,Hot
Jack Garcia,jack.garcia1388@example.com,Marketing,No immediate plans to buy,Cold
Eve Johnson,eve.johnson1389@example.com,Education,Could you send me a brochure?,Warm
Charlie Davis,charlie.davis1390@example.com,Education,Can you share pricing information?,Warm
Jack Williams,jack.williams1391@example.com,Healthcare,Maybe in the future I will contact you,Cold
Ivy Miller,ivy.miller1392@example.com,Healthcare,Maybe in the future I will contact you,Cold
Hank Brown,hank.brown1393@example.com,Consulting,I am just curious about your offerings,Cold
Bob Brown,bob.brown1394@example.com,Education,"Maybe later, still evaluating options",Warm
Charlie Smith,charlie.smith1395@example.com,Marketing,Maybe in the future I will contact you,Cold
Frank Miller,frank.miller1396@example.com,Finance,Please send me the proposal ASAP,Hot
Diana Miller,diana.miller1397@example.com,Healthcare,Maybe in the future I will contact you,Cold
Alice Wilson,alice.wilson1398@example.com,Tech,Could you send me a brochure?,Warm
Ivy Taylor,ivy.taylor1399@example.com,Healthcare,Not looking for services currently,Cold
Bob Miller,bob.miller1400@example.com,Consulting,Maybe in the future I will contact you,Cold
Ivy Miller,ivy.miller1401@example.com,Consulting,Can you share pricing information?,Warm
Bob Wilson,bob.wilson1402@example.com,Retail,"Maybe later, still evaluating options",Warm
Eve Williams,eve.williams1403@example.com,Marketing,No immediate plans to buy,Cold
Bob Taylor,bob.taylor1404@example.com,Retail,Not looking for services currently,Cold
Diana Jones,diana.jones1405@example.com,Consulting,Not looking for services currently,Cold
Ivy Smith,ivy.smith1406@example.com,Finance,I'm interested but need more details,Warm
Charlie Smith,charlie.smith1407@example.com,Marketing,No immediate plans to buy,Cold
Hank Smith,hank.smith1408@example.com,Tech,Maybe in the future I will contact you,Cold
Charlie Brown,charlie.brown1409@example.com,Education,No immediate plans to buy,Cold
Charlie Davis,charlie.davis1410@example.com,Consulting,Can you share pricing information?,Warm
Charlie Johnson,charlie.johnson1411@example.com,Marketing,"Maybe later, still evaluating options",Warm
Diana Jones,diana.jones1412@example.com,Healthcare,Just browsing your website,Cold
Grace Davis,grace.davis1413@example.com,Retail,I need a quote for our project,Hot
Diana Williams,diana.williams1414@example.com,Retail,I am just curious about your offerings,Cold
Bob Brown,bob.brown1415@example.com,Retail,Just browsing your website,Cold
Alice Williams,alice.williams1416@example.com,Marketing,Maybe in the future I will contact you,Cold
Jack Brown,jack.brown1417@example.com,Marketing,I am just curious about your offerings,Cold
Hank Miller,hank.miller1418@example.com,Tech,Just browsing your website,Cold
Ivy Jones,ivy.jones1419@example.com,Consulting,Can you share pricing information?,Warm
Frank Smith,frank.smith1420@example.com,Finance,I need a quote for our project,Hot
Bob Davis,bob.davis1421@example.com,Tech,Just browsing your website,Cold
Grace Brown,grace.brown1422@example.com,Marketing,Maybe in the future I will contact you,Cold
Bob Miller,bob.miller1423@example.com,Marketing,Not looking for services currently,Cold
Hank Johnson,hank.johnson1424@example.com,Education,No immediate plans to buy,Cold
Ivy Jones,ivy.jones1425@example.com,Education,Maybe in the future I will contact you,Cold
Alice Taylor,alice.taylor1426@example.com,Tech,Looking to hire your services immediately,Hot
Alice Garcia,alice.garcia1427@example.com,Marketing,No immediate plans to buy,Cold
Diana Brown,diana.brown1428@example.com,Retail,Just browsing your website,Cold
Jack Taylor,jack.taylor1429@example.com,Tech,I need a quote for our project,Hot
Grace Williams,grace.williams1430@example.com,Healthcare,Looking for information about your services,Warm
Charlie Jones,charlie.jones1431@example.com,Education,Looking to hire your services immediately,Hot
Grace Brown,grace.brown1432@example.com,Retail,Can you share pricing information?,Warm
Ivy Davis,ivy.davis1433@example.com,Consulting,I am just curious about your offerings,Cold
Eve Wilson,eve.wilson1434@example.com,Tech,"Maybe later, still evaluating options",Warm
Diana Brown,diana.brown1435@example.com,Consulting,Can you share pricing information?,Warm
Charlie Smith,charlie.smith1436@example.com,Retail,I am just curious about your offerings,Cold
Bob Brown,bob.brown1437@example.com,Education,Schedule a meeting to discuss the order,Hot
Eve Williams,eve.williams1438@example.com,Healthcare,I am just curious about your offerings,Cold
Frank Brown,frank.brown1439@example.com,Tech,Schedule a meeting to discuss the order,Hot
Frank Williams,frank.williams1440@example.com,Marketing,Looking to hire your services immediately,Hot
Alice Brown,alice.brown1441@example.com,Healthcare,Not looking for services currently,Cold
Ivy Smith,ivy.smith1442@example.com,Finance,Could you send me a brochure?,Warm
Frank Williams,frank.williams1443@example.com,Finance,Schedule a meeting to discuss the order,Hot
Eve Taylor,eve.taylor1444@example.com,Education,Could you send me a brochure?,Warm
Alice Taylor,alice.taylor1445@example.com,Tech,We are ready to purchase now,Hot
Charlie Taylor,charlie.taylor1446@example.com,Retail,Please send me the proposal ASAP,Hot
Charlie Taylor,charlie.taylor1447@example.com,Finance,Can you share pricing information?,Warm
Hank Taylor,hank.taylor1448@example.com,Marketing,Can you share pricing information?,Warm
Diana Miller,diana.miller1449@example.com,Consulting,Can you share pricing information?,Warm
Hank Taylor,hank.taylor1450@example.com,Marketing,I want a demo for enterprise solution,Hot
Frank Williams,frank.williams1451@example.com,Finance,I am just curious about your offerings,Cold
Diana Miller,diana.miller1452@example.com,Finance,Please send me the proposal ASAP,Hot
Grace Davis,grace.davis1453@example.com,Marketing,Just browsing your website,Cold
Bob Smith,bob.smith1454@example.com,Consulting,Maybe in the future I will contact you,Cold
Charlie Smith,charlie.smith1455@example.com,Marketing,Not looking for services currently,Cold
Ivy Wilson,ivy.wilson1456@example.com,Healthcare,We are ready to purchase now,Hot
Jack Davis,jack.davis1457@example.com,Healthcare,No immediate plans to buy,Cold
Charlie Taylor,charlie.taylor1458@example.com,Consulting,Maybe in the future I will contact you,Cold
Jack Taylor,jack.taylor1459@example.com,Tech,Looking for information about your services,Warm
Charlie Garcia,charlie.garcia1460@example.com,Healthcare,Could you send me a brochure?,Warm
Jack Garcia,jack.garcia1461@example.com,Marketing,No immediate plans to buy,Cold
Jack Johnson,jack.johnson1462@example.com,Education,I'm interested but need more details,Warm
Ivy Johnson,ivy.johnson1463@example.com,Healthcare,I'm interested but need more details,Warm
Bob Johnson,bob.johnson1464@example.com,Marketing,Maybe in the future I will contact you,Cold
Charlie Smith,charlie.smith1465@example.com,Retail,Not looking for services currently,Cold
Ivy Williams,ivy.williams1466@example.com,Healthcare,Can you share pricing information?,Warm
Charlie Garcia,charlie.garcia1467@example.com,Consulting,Just browsing your website,Cold
Hank Taylor,hank.taylor1468@example.com,Education,Maybe in the future I will contact you,Cold
Bob Wilson,bob.wilson1469@example.com,Retail,Can you share pricing information?,Warm
Charlie Taylor,charlie.taylor1470@example.com,Finance,No immediate plans to buy,Cold
Eve Taylor,eve.taylor1471@example.com,Consulting,Can you share pricing information?,Warm
Charlie Brown,charlie.brown1472@example.com,Tech,Just browsing your website,Cold
Frank Davis,frank.davis1473@example.com,Retail,Not looking for services currently,Cold
Eve Williams,eve.williams1474@example.com,Healthcare,I want a demo for enterprise solution,Hot
Alice Williams,alice.williams1475@example.com,Marketing,No immediate plans to buy,Cold
Jack Brown,jack.brown1476@example.com,Retail,Can you share pricing information?,Warm
Alice Brown,alice.brown1477@example.com,Finance,Not looking for services currently,Cold
Alice Miller,alice.miller1478@example.com,Finance,Can you share pricing information?,Warm
Eve Taylor,eve.taylor1479@example.com,Healthcare,I am just curious about your offerings,Cold
Charlie Taylor,charlie.taylor1480@example.com,Marketing,I am just curious about your offerings,Cold
Eve Johnson,eve.johnson1481@example.com,Education,Please send me the proposal ASAP,Hot
Jack Johnson,jack.johnson1482@example.com,Retail,I am just curious about your offerings,Cold
Frank Jones,frank.jones1483@example.com,Tech,Could you send me a brochure?,Warm
Ivy Davis,ivy.davis1484@example.com,Healthcare,Just browsing your website,Cold
Diana Williams,diana.williams1485@example.com,Consulting,We are ready to purchase now,Hot
Jack Wilson,jack.wilson1486@example.com,Healthcare,Maybe in the future I will contact you,Cold
Bob Jones,bob.jones1487@example.com,Tech,Not looking for services currently,Cold
Jack Jones,jack.jones1488@example.com,Marketing,I want a demo for enterprise solution,Hot
Frank Miller,frank.miller1489@example.com,Finance,No immediate plans to buy,Cold
Bob Brown,bob.brown1490@example.com,Tech,Not looking for services currently,Cold
Ivy Jones,ivy.jones1491@example.com,Tech,I want a demo for enterprise solution,Hot
Jack Davis,jack.davis1492@example.com,Finance,I'm interested but need more details,Warm
Eve Smith,eve.smith1493@example.com,Retail,I want a demo for enterprise solution,Hot
Charlie Smith,charlie.smith1494@example.com,Tech,No immediate plans to buy,Cold
Charlie Taylor,charlie.taylor1495@example.com,Healthcare,Not looking for services currently,Cold
Frank Taylor,frank.taylor1496@example.com,Healthcare,Looking for information about your services,Warm
Alice Wilson,alice.wilson1497@example.com,Tech,Maybe in the future I will contact you,Cold
Ivy Miller,ivy.miller1498@example.com,Healthcare,Can you share pricing information?,Warm
Alice Williams,alice.williams1499@example.com,Finance,Looking to hire your services immediately,Hot
Eve Brown,eve.brown1500@example.com,Marketing,Looking to hire your services immediately,Hot
Alice Miller,alice.miller1501@example.com,Consulting,No immediate plans to buy,Cold
Alice Wilson,alice.wilson1502@example.com,Finance,Looking for information about your services,Warm
Eve Davis,eve.davis1503@example.com,Consulting,No immediate plans to buy,Cold
Grace Taylor,grace.taylor1504@example.com,Consulting,Just browsing your website,Cold
Hank Garcia,hank.garcia1505@example.com,Education,I am just curious about your offerings,Cold
Jack Johnson,jack.johnson1506@example.com,Marketing,We are ready to purchase now,Hot
Bob Williams,bob.williams1507@example.com,Tech,"Maybe later, still evaluating options",Warm
Eve Brown,eve.brown1508@example.com,Healthcare,Not looking for services currently,Cold
Jack Davis,jack.davis1509@example.com,Marketing,Maybe in the future I will contact you,Cold
Hank Williams,hank.williams1510@example.com,Marketing,I need a quote for our project,Hot
Hank Williams,hank.williams1511@example.com,Tech,Maybe in the future I will contact you,Cold
Alice Johnson,alice.johnson1512@example.com,Education,Schedule a meeting to discuss the order,Hot
Bob Garcia,bob.garcia1513@example.com,Healthcare,Looking for information about your services,Warm
Charlie Smith,charlie.smith1514@example.com,Education,No immediate plans to buy,Cold
Jack Garcia,jack.garcia1515@example.com,Retail,Maybe in the future I will contact you,Cold
Diana Davis,diana.davis1516@example.com,Tech,Looking for information about your services,Warm
Eve Garcia,eve.garcia1517@example.com,Retail,Looking to hire your services immediately,Hot
Hank Williams,hank.williams1518@example.com,Finance,No immediate plans to buy,Cold
Alice Wilson,alice.wilson1519@example.com,Education,No immediate plans to buy,Cold
Ivy Garcia,ivy.garcia1520@example.com,Healthcare,I am just curious about your offerings,Cold
Ivy Brown,ivy.brown1521@example.com,Marketing,Could you send me a brochure?,Warm
Eve Jones,eve.jones1522@example.com,Consulting,Looking for information about your services,Warm
Frank Smith,frank.smith1523@example.com,Consulting,Maybe in the future I will contact you,Cold
Charlie Taylor,charlie.taylor1524@example.com,Healthcare,Not looking for services currently,Cold
Jack Wilson,jack.wilson1525@example.com,Finance,Looking for information about your services,Warm
Hank Garcia,hank.garcia1526@example.com,Marketing,Just browsing your website,Cold
Jack Davis,jack.davis1527@example.com,Consulting,Not looking for services currently,Cold
Alice Davis,alice.davis1528@example.com,Tech,No immediate plans to buy,Cold
Ivy Taylor,ivy.taylor1529@example.com,Retail,Maybe in the future I will contact you,Cold
Alice Wilson,alice.wilson1530@example.com,Education,Just browsing your website,Cold
Ivy Garcia,ivy.garcia1531@example.com,Finance,Looking to hire your services immediately,Hot
Frank Davis,frank.davis1532@example.com,Finance,I am just curious about your offerings,Cold
Jack Brown,jack.brown1533@example.com,Tech,Schedule a meeting to discuss the order,Hot
Alice Taylor,alice.taylor1534@example.com,Healthcare,Not looking for services currently,Cold
Eve Wilson,eve.wilson1535@example.com,Retail,I want a demo for enterprise solution,Hot
Jack Miller,jack.miller1536@example.com,Tech,Schedule a meeting to discuss the order,Hot
Diana Brown,diana.brown1537@example.com,Marketing,Could you send me a brochure?,Warm
Ivy Garcia,ivy.garcia1538@example.com,Healthcare,Just browsing your website,Cold
Ivy Garcia,ivy.garcia1539@example.com,Retail,I am just curious about your offerings,Cold
Jack Wilson,jack.wilson1540@example.com,Education,I'm interested but need more details,Warm
Grace Johnson,grace.johnson1541@example.com,Healthcare,I am just curious about your offerings,Cold
Jack Miller,jack.miller1542@example.com,Education,Could you send me a brochure?,Warm
Jack Davis,jack.davis1543@example.com,Finance,I am just curious about your offerings,Cold
Frank Miller,frank.miller1544@example.com,Finance,Not looking for services currently,Cold
Frank Garcia,frank.garcia1545@example.com,Education,Not looking for services currently,Cold
Bob Miller,bob.miller1546@example.com,Retail,No immediate plans to buy,Cold
Jack Johnson,jack.johnson1547@example.com,Healthcare,Schedule a meeting to discuss the order,Hot
Diana Jones,diana.jones1548@example.com,Education,Looking to hire your services immediately,Hot
Charlie Brown,charlie.brown1549@example.com,Healthcare,Can you share pricing information?,Warm
Ivy Taylor,ivy.taylor1550@example.com,Education,I need a quote for our project,Hot
Grace Taylor,grace.taylor1551@example.com,Healthcare,I'm interested but need more details,Warm
Bob Taylor,bob.taylor1552@example.com,Consulting,Maybe in the future I will contact you,Cold
Alice Johnson,alice.johnson1553@example.com,Education,"Maybe later, still evaluating options",Warm
Alice Taylor,alice.taylor1554@example.com,Education,Just browsing your website,Cold
Grace Garcia,grace.garcia1555@example.com,Finance,Not looking for services currently,Cold
Eve Garcia,eve.garcia1556@example.com,Finance,I'm interested but need more details,Warm
Eve Jones,eve.jones1557@example.com,Education,Could you send me a brochure?,Warm
Ivy Davis,ivy.davis1558@example.com,Tech,I'm interested but need more details,Warm
Grace Davis,grace.davis1559@example.com,Education,No immediate plans to buy,Cold
Jack Smith,jack.smith1560@example.com,Tech,"Maybe later, still evaluating options",Warm
Diana Brown,diana.brown1561@example.com,Retail,I want a demo for enterprise solution,Hot
Alice Smith,alice.smith1562@example.com,Education,Can you share pricing information?,Warm
Hank Johnson,hank.johnson1563@example.com,Finance,Schedule a meeting to discuss the order,Hot
Grace Jones,grace.jones1564@example.com,Education,I'm interested but need more details,Warm
Diana Wilson,diana.wilson1565@example.com,Consulting,No immediate plans to buy,Cold
Grace Davis,grace.davis1566@example.com,Healthcare,No immediate plans to buy,Cold
Ivy Smith,ivy.smith1567@example.com,Consulting,No immediate plans to buy,Cold
Eve Johnson,eve.johnson1568@example.com,Healthcare,Can you share pricing information?,Warm
Ivy Johnson,ivy.johnson1569@example.com,Finance,Not looking for services currently,Cold
Diana Jones,diana.jones1570@example.com,Healthcare,Please send me the proposal ASAP,Hot
Alice Wilson,alice.wilson1571@example.com,Retail,No immediate plans to buy,Cold
Jack Miller,jack.miller1572@example.com,Education,No immediate plans to buy,Cold
Bob Williams,bob.williams1573@example.com,Marketing,"Maybe later, still evaluating options",Warm
Diana Taylor,diana.taylor1574@example.com,Healthcare,Can you share pricing information?,Warm
Frank Jones,frank.jones1575@example.com,Tech,Schedule a meeting to discuss the order,Hot
Jack Jones,jack.jones1576@example.com,Education,Schedule a meeting to discuss the order,Hot
Bob Johnson,bob.johnson1577@example.com,Tech,No immediate plans to buy,Cold
Bob Brown,bob.brown1578@example.com,Healthcare,No immediate plans to buy,Cold
Hank Garcia,hank.garcia1579@example.com,Tech,We are ready to purchase now,Hot
Alice Davis,alice.davis1580@example.com,Retail,"Maybe later, still evaluating options",Warm
Eve Brown,eve.brown1581@example.com,Healthcare,Just browsing your website,Cold
Charlie Brown,charlie.brown1582@example.com,Consulting,No immediate plans to buy,Cold
Bob Jones,bob.jones1583@example.com,Consulting,Could you send me a brochure?,Warm
Grace Wilson,grace.wilson1584@example.com,Healthcare,No immediate plans to buy,Cold
Charlie Brown,charlie.brown1585@example.com,Tech,Looking for information about your services,Warm
Eve Williams,eve.williams1586@example.com,Tech,I am just curious about your offerings,Cold
Jack Smith,jack.smith1587@example.com,Education,Not looking for services currently,Cold
Alice Williams,alice.williams1588@example.com,Consulting,We are ready to purchase now,Hot
Jack Wilson,jack.wilson1589@example.com,Finance,I'm interested but need more details,Warm
Frank Jones,frank.jones1590@example.com,Retail,Could you send me a brochure?,Warm
Hank Taylor,hank.taylor1591@example.com,Finance,No immediate plans to buy,Cold
Hank Miller,hank.miller1592@example.com,Tech,Looking to hire your services immediately,Hot
Grace Williams,grace.williams1593@example.com,Consulting,Looking for information about your services,Warm
Alice Miller,alice.miller1594@example.com,Tech,Just browsing your website,Cold
Grace Taylor,grace.taylor1595@example.com,Consulting,Not looking for services currently,Cold
Charlie Davis,charlie.davis1596@example.com,Consulting,Looking to hire your services immediately,Hot
Hank Williams,hank.williams1597@example.com,Marketing,Can you share pricing information?,Warm
Frank Johnson,frank.johnson1598@example.com,Consulting,I am just curious about your offerings,Cold
Jack Brown,jack.brown1599@example.com,Education,Not looking for services currently,Cold
Bob Davis,bob.davis1600@example.com,Consulting,I want a demo for enterprise solution,Hot
Charlie Smith,charlie.smith1601@example.com,Tech,Just browsing your website,Cold
Charlie Williams,charlie.williams1602@example.com,Education,Looking for information about your services,Warm
Hank Smith,hank.smith1603@example.com,Retail,Looking to hire your services immediately,Hot
Ivy Jones,ivy.jones1604@example.com,Retail,Looking for information about your services,Warm
Diana Wilson,diana.wilson1605@example.com,Finance,Looking for information about your services,Warm
Ivy Wilson,ivy.wilson1606@example.com,Healthcare,I need a quote for our project,Hot
Eve Taylor,eve.taylor1607@example.com,Retail,Looking to hire your services immediately,Hot
Eve Miller,eve.miller1608@example.com,Education,We are ready to purchase now,Hot
Ivy Smith,ivy.smith1609@example.com,Retail,I am just curious about your offerings,Cold
Bob Jones,bob.jones1610@example.com,Retail,"Maybe later, still evaluating options",Warm
Bob Garcia,bob.garcia1611@example.com,Retail,I am just curious about your offerings,Cold
Diana Williams,diana.williams1612@example.com,Finance,Maybe in the future I will contact you,Cold
Diana Jones,diana.jones1613@example.com,Marketing,I'm interested but need more details,Warm
Bob Williams,bob.williams1614@example.com,Consulting,We are ready to purchase now,Hot
Diana Garcia,diana.garcia1615@example.com,Consulting,Could you send me a brochure?,Warm
Hank Brown,hank.brown1616@example.com,Consulting,I am just curious about your offerings,Cold
Hank Taylor,hank.taylor1617@example.com,Tech,I want a demo for enterprise solution,Hot
Jack Garcia,jack.garcia1618@example.com,Healthcare,I need a quote for our project,Hot
Ivy Wilson,ivy.wilson1619@example.com,Consulting,Please send me the proposal ASAP,Hot
Charlie Williams,charlie.williams1620@example.com,Healthcare,Just browsing your website,Cold
Bob Smith,bob.smith1621@example.com,Consulting,We are ready to purchase now,Hot
Ivy Williams,ivy.williams1622@example.com,Retail,Not looking for services currently,Cold
Ivy Miller,ivy.miller1623@example.com,Education,"Maybe later, still evaluating options",Warm
Frank Smith,frank.smith1624@example.com,Tech,Looking to hire your services immediately,Hot
Eve Brown,eve.brown1625@example.com,Tech,No immediate plans to buy,Cold
Hank Wilson,hank.wilson1626@example.com,Retail,I'm interested but need more details,Warm
Grace Williams,grace.williams1627@example.com,Marketing,Just browsing your website,Cold
Alice Garcia,alice.garcia1628@example.com,Retail,Just browsing your website,Cold
Jack Williams,jack.williams1629@example.com,Consulting,"Maybe later, still evaluating options",Warm
Hank Brown,hank.brown1630@example.com,Healthcare,No immediate plans to buy,Cold
Hank Davis,hank.davis1631@example.com,Education,Looking for information about your services,Warm
Hank Brown,hank.brown1632@example.com,Retail,I'm interested but need more details,Warm
Hank Davis,hank.davis1633@example.com,Marketing,Looking for information about your services,Warm
Frank Johnson,frank.johnson1634@example.com,Marketing,I need a quote for our project,Hot
Charlie Brown,charlie.brown1635@example.com,Healthcare,I am just curious about your offerings,Cold
Bob Miller,bob.miller1636@example.com,Healthcare,I am just curious about your offerings,Cold
Hank Jones,hank.jones1637@example.com,Education,I need a quote for our project,Hot
Charlie Miller,charlie.miller1638@example.com,Consulting,Looking for information about your services,Warm
Eve Davis,eve.davis1639@example.com,Consulting,I need a quote for our project,Hot
Diana Miller,diana.miller1640@example.com,Tech,Just browsing your website,Cold
Charlie Garcia,charlie.garcia1641@example.com,Tech,Just browsing your website,Cold
Charlie Taylor,charlie.taylor1642@example.com,Retail,Maybe in the future I will contact you,Cold
Frank Johnson,frank.johnson1643@example.com,Marketing,Not looking for services currently,Cold
Ivy Davis,ivy.davis1644@example.com,Tech,I want a demo for enterprise solution,Hot
Ivy Williams,ivy.williams1645@example.com,Finance,Looking for information about your services,Warm
Alice Taylor,alice.taylor1646@example.com,Consulting,I am just curious about your offerings,Cold
Grace Brown,grace.brown1647@example.com,Tech,I'm interested but need more details,Warm
Diana Brown,diana.brown1648@example.com,Marketing,Maybe in the future I will contact you,Cold
Bob Smith,bob.smith1649@example.com,Consulting,No immediate plans to buy,Cold
Diana Johnson,diana.johnson1650@example.com,Marketing,Looking to hire your services immediately,Hot
Charlie Brown,charlie.brown1651@example.com,Tech,Just browsing your website,Cold
Charlie Brown,charlie.brown1652@example.com,Education,Maybe in the future I will contact you,Cold
Jack Johnson,jack.johnson1653@example.com,Tech,We are ready to purchase now,Hot
Hank Taylor,hank.taylor1654@example.com,Tech,"Maybe later, still evaluating options",Warm
Grace Brown,grace.brown1655@example.com,Consulting,Can you share pricing information?,Warm
Bob Wilson,bob.wilson1656@example.com,Consulting,I need a quote for our project,Hot
Bob Garcia,bob.garcia1657@example.com,Healthcare,No immediate plans to buy,Cold
Alice Brown,alice.brown1658@example.com,Healthcare,I want a demo for enterprise solution,Hot
Grace Miller,grace.miller1659@example.com,Healthcare,Maybe in the future I will contact you,Cold
Charlie Jones,charlie.jones1660@example.com,Education,I am just curious about your offerings,Cold
Jack Miller,jack.miller1661@example.com,Finance,No immediate plans to buy,Cold
Jack Jones,jack.jones1662@example.com,Healthcare,I am just curious about your offerings,Cold
Eve Miller,eve.miller1663@example.com,Healthcare,I am just curious about your offerings,Cold
Charlie Garcia,charlie.garcia1664@example.com,Education,I need a quote for our project,Hot
Alice Jones,alice.jones1665@example.com,Consulting,Maybe in the future I will contact you,Cold
Hank Brown,hank.brown1666@example.com,Retail,Maybe in the future I will contact you,Cold
Charlie Miller,charlie.miller1667@example.com,Consulting,Not looking for services currently,Cold
Jack Smith,jack.smith1668@example.com,Healthcare,Maybe in the future I will contact you,Cold
Ivy Miller,ivy.miller1669@example.com,Marketing,I am just curious about your offerings,Cold
Alice Wilson,alice.wilson1670@example.com,Healthcare,I'm interested but need more details,Warm
Grace Wilson,grace.wilson1671@example.com,Retail,Can you share pricing information?,Warm
Frank Brown,frank.brown1672@example.com,Finance,Could you send me a brochure?,Warm
Jack Taylor,jack.taylor1673@example.com,Tech,Maybe in the future I will contact you,Cold
Bob Taylor,bob.taylor1674@example.com,Tech,Schedule a meeting to discuss the order,Hot
Jack Taylor,jack.taylor1675@example.com,Marketing,Maybe in the future I will contact you,Cold
Jack Taylor,jack.taylor1676@example.com,Consulting,Could you send me a brochure?,Warm
Diana Garcia,diana.garcia1677@example.com,Healthcare,Maybe in the future I will contact you,Cold
Bob Jones,bob.jones1678@example.com,Retail,Just browsing your website,Cold
Alice Garcia,alice.garcia1679@example.com,Education,Looking for information about your services,Warm
Grace Smith,grace.smith1680@example.com,Tech,I am just curious about your offerings,Cold
Frank Brown,frank.brown1681@example.com,Tech,"Maybe later, still evaluating options",Warm
Bob Davis,bob.davis1682@example.com,Consulting,Can you share pricing information?,Warm
Alice Wilson,alice.wilson1683@example.com,Tech,Can you share pricing information?,Warm
Charlie Garcia,charlie.garcia1684@example.com,Finance,I need a quote for our project,Hot
Hank Taylor,hank.taylor1685@example.com,Marketing,Can you share pricing information?,Warm
Frank Garcia,frank.garcia1686@example.com,Retail,"Maybe later, still evaluating options",Warm
Bob Wilson,bob.wilson1687@example.com,Retail,Not looking for services currently,Cold
Bob Garcia,bob.garcia1688@example.com,Consulting,"Maybe later, still evaluating options",Warm
Hank Miller,hank.miller1689@example.com,Consulting,No immediate plans to buy,Cold
Eve Johnson,eve.johnson1690@example.com,Retail,Can you share pricing information?,Warm
Eve Garcia,eve.garcia1691@example.com,Education,Can you share pricing information?,Warm
Grace Johnson,grace.johnson1692@example.com,Consulting,Not looking for services currently,Cold
Ivy Miller,ivy.miller1693@example.com,Retail,Just browsing your website,Cold
Charlie Williams,charlie.williams1694@example.com,Healthcare,"Maybe later, still evaluating options",Warm
Jack Garcia,jack.garcia1695@example.com,Consulting,Maybe in the future I will contact you,Cold
Frank Wilson,frank.wilson1696@example.com,Healthcare,No immediate plans to buy,Cold
Bob Smith,bob.smith1697@example.com,Education,"Maybe later, still evaluating options",Warm
Grace Davis,grace.davis1698@example.com,Healthcare,No immediate plans to buy,Cold
Ivy Brown,ivy.brown1699@example.com,Marketing,I'm interested but need more details,Warm
Jack Wilson,jack.wilson1700@example.com,Consulting,No immediate plans to buy,Cold
Bob Jones,bob.jones1701@example.com,Retail,Just browsing your website,Cold
Grace Taylor,grace.taylor1702@example.com,Tech,Maybe in the future I will contact you,Cold
Jack Garcia,jack.garcia1703@example.com,Tech,Not looking for services currently,Cold
Diana Miller,diana.miller1704@example.com,Education,No immediate plans to buy,Cold
Alice Wilson,alice.wilson1705@example.com,Education,"Maybe later, still evaluating options",Warm
Bob Wilson,bob.wilson1706@example.com,Retail,I'm interested but need more details,Warm
Jack Garcia,jack.garcia1707@example.com,Tech,Looking to hire your services immediately,Hot
Jack Davis,jack.davis1708@example.com,Tech,Just browsing your website,Cold
Charlie Miller,charlie.miller1709@example.com,Education,Please send me the proposal ASAP,Hot
Bob Brown,bob.brown1710@example.com,Retail,Could you send me a brochure?,Warm
Bob Jones,bob.jones1711@example.com,Tech,Please send me the proposal ASAP,Hot
Bob Davis,bob.davis1712@example.com,Education,Please send me the proposal ASAP,Hot
Alice Williams,alice.williams1713@example.com,Tech,Not looking for services currently,Cold
Frank Garcia,frank.garcia1714@example.com,Retail,"Maybe later, still evaluating options",Warm
Ivy Smith,ivy.smith1715@example.com,Consulting,We are ready to purchase now,Hot
Eve Jones,eve.jones1716@example.com,Education,Not looking for services currently,Cold
Bob Davis,bob.davis1717@example.com,Consulting,"Maybe later, still evaluating options",Warm
Charlie Williams,charlie.williams1718@example.com,Education,"Maybe later, still evaluating options",Warm
Jack Smith,jack.smith1719@example.com,Finance,I am just curious about your offerings,Cold
Ivy Davis,ivy.davis1720@example.com,Consulting,Not looking for services currently,Cold
Ivy Williams,ivy.williams1721@example.com,Retail,I need a quote for our project,Hot
Eve Wilson,eve.wilson1722@example.com,Finance,"Maybe later, still evaluating options",Warm
Hank Taylor,hank.taylor1723@example.com,Education,Schedule a meeting to discuss the order,Hot
Grace Miller,grace.miller1724@example.com,Healthcare,Looking to hire your services immediately,Hot
Diana Taylor,diana.taylor1725@example.com,Marketing,Looking for information about your services,Warm
Ivy Brown,ivy.brown1726@example.com,Consulting,I am just curious about your offerings,Cold
Ivy Smith,ivy.smith1727@example.com,Consulting,Schedule a meeting to discuss the order,Hot
Bob Brown,bob.brown1728@example.com,Marketing,I want a demo for enterprise solution,Hot
Grace Jones,grace.jones1729@example.com,Consulting,Can you share pricing information?,Warm
Charlie Williams,charlie.williams1730@example.com,Finance,Looking for information about your services,Warm
